Admission_rate,Midpoint_of_SAT_scores_at_the_institution__math,In_state_tuition_and_fees,Out_of_state_tuition_and_fees,Average_faculty_salary,Average_cost_of_attendance__academic_year_institutions,Percentage_of_undergraduates_who_receive_a_Pell_Grant,Median_family_income,Control_of_institution,Completion_rate_for_first_time_full_time_target
24,-1,83,81,20,-1,-1,-1,0,1
-1,-1,-1,-1,-1,-1,44,-1,0,0
-1,-1,-1,-1,49,-1,-1,69,2,0
-1,-1,52,40,37,44,80,-1,1,0
-1,-1,-1,-1,13,-1,-1,-1,1,0
71,-1,75,70,-1,-1,-1,93,1,1
71,-1,78,73,77,59,71,-1,0,0
-1,-1,-1,-1,78,-1,82,-1,0,0
43,26,60,90,92,48,34,-1,2,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
68,24,58,73,75,-1,-1,-1,2,0
-1,-1,-1,-1,94,-1,-1,-1,0,0
-1,-1,30,22,76,19,59,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,98,-1,0,0
0,-1,41,23,-1,-1,60,-1,1,0
-1,-1,-1,-1,-1,-1,35,-1,0,0
-1,-1,-1,-1,-1,-1,-1,64,1,0
-1,-1,16,19,62,-1,-1,35,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,20,-1,-1,55,2,0
0,16,-1,-1,-1,-1,-1,72,1,0
-1,-1,-1,-1,16,-1,-1,67,1,0
-1,-1,16,31,44,-1,-1,32,2,0
-1,-1,75,-1,-1,-1,-1,-1,1,0
-1,-1,53,41,-1,-1,41,-1,0,0
-1,-1,11,20,43,-1,-1,44,2,0
-1,-1,14,9,39,-1,-1,-1,2,0
-1,-1,-1,-1,18,-1,-1,0,1,0
41,23,94,94,87,-1,10,-1,1,1
19,23,49,90,98,15,13,-1,2,1
-1,-1,-1,-1,13,-1,-1,48,0,0
42,1,56,46,10,-1,-1,-1,1,0
-1,-1,-1,-1,58,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,18,2,0
-1,-1,-1,-1,-1,-1,45,-1,0,0
-1,-1,-1,-1,-1,-1,-1,4,0,0
-1,-1,16,12,29,7,40,-1,2,0
-1,-1,-1,-1,70,-1,-1,13,2,0
-1,-1,3,10,96,20,34,-1,2,0
-1,-1,-1,-1,-1,-1,-1,6,2,0
36,31,35,45,66,-1,-1,-1,2,0
-1,-1,15,29,54,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
74,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,19,-1,-1,35,1,0
33,52,47,87,96,-1,4,-1,2,1
-1,-1,72,67,-1,67,60,-1,0,0
14,3,48,81,88,54,74,-1,2,0
-1,-1,20,15,44,-1,-1,-1,2,0
15,-1,80,77,57,63,61,-1,0,0
-1,-1,20,48,66,16,22,-1,2,0
-1,-1,53,42,6,29,92,-1,0,0
-1,-1,12,7,53,1,79,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,95,-1,0,0
-1,-1,22,17,89,-1,-1,63,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,75,70,17,65,94,-1,0,0
-1,-1,53,42,8,38,94,-1,0,0
-1,-1,-1,-1,35,-1,-1,-1,2,0
-1,-1,-1,-1,77,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,79,75,21,55,97,-1,0,0
-1,-1,-1,-1,-1,-1,84,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,1
-1,-1,-1,-1,22,-1,-1,78,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,72,-1,-1,16,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
67,42,50,83,93,53,17,-1,2,1
29,-1,25,21,68,27,81,-1,2,0
-1,-1,-1,-1,87,-1,83,-1,1,0
-1,-1,-1,-1,10,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,14,0,0
35,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,36,-1,-1,21,1,0
27,40,98,98,88,95,19,-1,1,1
76,-1,83,80,66,68,80,-1,0,0
-1,-1,-1,-1,-1,-1,-1,70,1,0
76,-1,-1,-1,-1,-1,51,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
41,-1,53,41,-1,-1,-1,-1,1,1
-1,-1,13,8,42,3,33,-1,2,0
45,18,80,77,65,-1,-1,-1,1,0
10,49,95,95,93,-1,-1,95,1,1
40,-1,-1,-1,-1,-1,-1,72,0,0
25,38,43,76,88,-1,14,-1,2,1
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,9,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,62,1,0
-1,-1,90,89,14,-1,1,-1,0,0
-1,-1,-1,-1,0,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,74,-1,-1,-1,-1,-1,0,0
-1,-1,62,54,-1,-1,-1,65,0,0
-1,-1,-1,-1,83,-1,96,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,48,33,-1,33,81,-1,0,0
-1,-1,-1,-1,-1,-1,-1,1,0,0
-1,-1,-1,-1,2,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
74,32,41,64,73,-1,12,-1,2,1
73,20,64,81,80,41,22,-1,2,1
-1,-1,2,15,67,-1,-1,-1,2,0
-1,-1,-1,-1,19,-1,-1,16,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
76,-1,56,45,10,-1,-1,43,0,0
90,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,33,55,82,27,23,-1,2,0
-1,-1,-1,-1,20,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,43,0,0
-1,-1,-1,-1,12,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,60,-1,0,0
0,20,83,81,82,66,67,-1,1,1
22,-1,79,75,6,-1,54,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
13,49,95,94,95,-1,-1,97,1,1
82,-1,66,59,-1,-1,-1,-1,0,0
11,-1,34,13,85,-1,-1,74,2,0
-1,-1,-1,-1,-1,-1,-1,2,2,0
57,-1,31,45,63,-1,-1,91,2,1
42,16,23,41,60,-1,-1,80,2,0
10,27,34,68,88,-1,-1,-1,2,1
28,-1,74,69,69,79,65,-1,0,0
-1,-1,-1,-1,61,-1,-1,-1,2,1
27,-1,58,49,14,-1,-1,-1,0,0
-1,-1,7,4,39,-1,-1,37,2,0
-1,-1,-1,-1,-1,-1,75,-1,0,0
-1,-1,22,41,52,24,40,-1,2,0
-1,-1,67,60,41,61,86,-1,0,0
-1,-1,-1,-1,-1,-1,46,-1,0,0
35,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,88,-1,-1,-1,1,0
-1,-1,-1,-1,84,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,96,-1,0,0
90,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,82,79,63,82,59,-1,0,0
68,-1,83,80,74,65,73,-1,0,0
12,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,7,0,0
-1,-1,56,45,-1,-1,-1,-1,0,0
87,11,35,61,89,-1,-1,66,2,0
-1,-1,-1,-1,25,-1,-1,66,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,24,30,78,15,19,-1,2,0
-1,-1,20,17,-1,-1,-1,-1,2,0
90,-1,41,23,17,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,26,-1,0,0
-1,-1,-1,-1,-1,-1,80,-1,0,0
-1,-1,-1,-1,-1,-1,86,-1,0,0
-1,-1,20,36,51,-1,-1,-1,2,0
9,-1,81,78,25,86,68,-1,0,0
73,-1,76,72,44,-1,-1,63,0,1
-1,-1,-1,-1,31,-1,-1,-1,1,0
-1,-1,16,24,77,-1,-1,-1,2,0
75,-1,32,41,58,-1,-1,84,2,0
-1,-1,-1,-1,-1,-1,-1,8,0,0
-1,-1,-1,-1,-1,-1,94,-1,0,0
-1,-1,-1,-1,-1,-1,74,-1,0,0
-1,-1,-1,-1,1,-1,-1,-1,0,0
-1,-1,52,41,81,42,17,-1,1,0
-1,-1,49,35,9,60,77,-1,0,0
-1,-1,-1,-1,-1,-1,63,-1,1,0
-1,-1,-1,-1,25,-1,67,-1,0,0
-1,-1,-1,-1,46,-1,-1,-1,1,0
-1,-1,72,66,-1,-1,-1,80,1,0
65,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,11,5,72,-1,-1,-1,2,0
61,-1,-1,-1,27,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,40,0,0
-1,-1,-1,-1,-1,-1,93,-1,0,0
-1,-1,78,74,23,68,56,-1,0,0
-1,-1,-1,-1,78,-1,-1,82,1,0
-1,-1,-1,-1,-1,-1,-1,44,0,0
-1,-1,31,31,71,6,56,-1,2,0
81,-1,52,40,7,-1,-1,69,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,4,3,-1,-1,-1,40,2,0
-1,-1,-1,-1,-1,-1,54,-1,0,0
-1,-1,13,25,43,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,15,-1,-1,-1,2,0
68,14,79,76,40,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,24,9,72,10,32,-1,2,0
-1,-1,-1,-1,-1,-1,57,-1,0,0
-1,-1,-1,-1,5,-1,-1,-1,2,0
39,21,86,85,52,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,16,-1,-1,-1,2,0
-1,-1,-1,-1,28,-1,-1,11,2,0
90,-1,63,55,23,54,61,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,77,2,0
-1,-1,88,86,23,-1,-1,48,0,0
-1,-1,-1,-1,14,-1,-1,32,2,0
-1,-1,-1,-1,-1,-1,75,-1,1,0
-1,-1,-1,-1,-1,-1,95,-1,0,0
15,-1,74,69,48,-1,-1,-1,0,0
-1,-1,-1,-1,43,-1,-1,81,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,88,87,82,80,70,-1,0,0
-1,-1,-1,-1,-1,-1,-1,16,0,0
1,-1,-1,-1,-1,-1,94,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
58,31,96,96,81,90,15,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,31,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
28,-1,-1,-1,-1,-1,78,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,82,-1,-1,-1,1,1
90,-1,33,12,5,-1,-1,11,1,1
87,-1,68,61,34,-1,93,-1,0,1
51,-1,-1,-1,-1,-1,-1,23,0,0
19,46,70,91,94,-1,7,-1,2,1
-1,-1,36,15,76,25,35,-1,2,0
38,-1,47,37,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,63,-1,0,0
-1,-1,9,9,27,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,23,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,23,-1,0,0
-1,-1,7,27,95,18,29,-1,2,0
-1,-1,-1,-1,-1,-1,40,-1,0,0
-1,-1,-1,-1,-1,-1,22,-1,0,0
-1,-1,-1,-1,4,-1,-1,39,0,0
-1,-1,-1,-1,-1,-1,-1,7,0,0
16,-1,66,58,35,-1,-1,50,0,0
-1,-1,55,44,20,46,40,-1,0,0
-1,-1,52,40,-1,-1,-1,-1,0,0
-1,-1,6,3,14,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,5,-1,-1,31,1,0
56,-1,-1,-1,-1,-1,48,-1,0,0
-1,-1,88,87,84,80,72,-1,0,0
26,-1,83,80,69,70,76,-1,0,0
15,-1,-1,-1,-1,-1,95,-1,0,0
-1,-1,76,71,21,-1,-1,63,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
43,29,38,74,81,-1,16,-1,2,0
-1,-1,-1,-1,-1,-1,-1,7,0,0
-1,-1,27,48,86,15,25,-1,2,0
-1,-1,-1,-1,-1,-1,-1,29,2,0
-1,-1,36,71,71,-1,-1,-1,2,0
-1,-1,-1,-1,83,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,60,0,0
-1,-1,-1,-1,42,-1,67,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,52,39,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,83,-1,-1,-1,1,1
-1,-1,12,18,-1,-1,-1,-1,2,0
59,47,85,83,72,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
9,-1,83,80,58,62,78,-1,0,0
-1,-1,-1,-1,26,-1,-1,65,1,0
-1,-1,-1,-1,-1,-1,55,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,74,-1,-1,-1,-1,-1,0,0
9,50,99,99,89,96,2,-1,1,1
31,18,87,85,55,-1,-1,80,1,1
-1,-1,67,60,13,55,76,-1,0,0
-1,-1,-1,-1,88,-1,-1,85,1,1
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,16,37,26,-1,-1,45,2,0
-1,-1,-1,-1,86,-1,-1,73,1,1
0,-1,83,81,71,89,0,-1,0,0
16,-1,76,72,58,-1,-1,-1,0,1
-1,-1,-1,-1,-1,-1,-1,19,0,0
-1,-1,28,23,76,16,11,-1,2,0
34,19,79,75,43,-1,-1,-1,1,0
-1,-1,-1,-1,11,-1,-1,-1,0,0
-1,-1,5,3,20,-1,-1,-1,2,0
19,29,97,97,80,94,45,-1,1,1
-1,-1,79,75,20,-1,-1,-1,0,0
-1,-1,-1,-1,49,-1,-1,82,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,98,-1,0,0
75,-1,68,61,32,47,78,-1,0,1
-1,-1,8,22,48,32,45,-1,2,0
-1,-1,18,38,77,26,54,-1,2,0
-1,-1,-1,-1,-1,-1,-1,55,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,42,-1,67,-1,0,0
-1,-1,-1,-1,-1,-1,-1,54,0,0
-1,-1,59,49,51,-1,-1,-1,1,1
-1,-1,-1,-1,8,-1,-1,36,1,0
-1,-1,0,0,22,-1,-1,13,2,0
-1,-1,5,24,19,-1,-1,17,2,0
-1,-1,-1,-1,16,-1,-1,22,2,0
-1,-1,-1,-1,43,-1,-1,72,0,0
-1,-1,37,17,83,23,50,-1,2,0
-1,-1,53,41,18,41,59,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,14,-1,-1,-1,2,0
-1,-1,6,3,46,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,77,-1,0,0
-1,-1,-1,-1,-1,-1,-1,0,0,0
39,23,81,79,51,-1,-1,-1,1,0
75,29,65,58,54,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,21,-1,-1,54,0,1
-1,-1,11,38,34,-1,-1,27,2,0
-1,-1,-1,-1,-1,-1,80,-1,0,0
41,22,88,87,51,77,41,-1,1,0
-1,-1,69,62,-1,41,62,-1,0,0
-1,-1,-1,-1,-1,-1,-1,44,0,0
-1,-1,-1,-1,84,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
3,-1,-1,-1,-1,-1,70,-1,2,0
-1,-1,-1,-1,39,-1,-1,61,2,0
40,10,63,55,0,-1,-1,77,1,0
-1,-1,69,62,-1,-1,-1,-1,1,0
-1,-1,63,56,8,-1,-1,16,0,0
2,23,11,1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,71,-1,0,0
-1,-1,-1,-1,43,-1,-1,-1,2,0
19,-1,79,75,76,73,79,-1,0,0
-1,-1,-1,-1,11,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,86,-1,-1,20,2,0
-1,-1,7,3,26,-1,-1,-1,2,0
-1,-1,-1,-1,82,-1,-1,-1,2,0
-1,-1,-1,-1,10,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
76,-1,45,68,70,35,47,-1,2,0
-1,-1,10,5,27,-1,-1,65,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
72,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,28,-1,0,0
-1,-1,-1,-1,23,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,22,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,39,-1,0,0
46,-1,-1,-1,-1,-1,-1,-1,0,0
90,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,91,-1,15,-1,2,0
64,39,55,90,97,53,30,-1,2,1
-1,-1,-1,-1,-1,-1,-1,52,0,0
-1,-1,-1,-1,-1,-1,49,-1,0,0
30,47,46,78,84,-1,-1,-1,2,0
34,26,81,78,46,-1,-1,90,1,1
-1,-1,27,39,-1,-1,-1,-1,2,0
-1,-1,-1,-1,9,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,2,22,88,15,5,-1,2,0
19,-1,72,66,44,-1,-1,62,0,0
-1,-1,-1,-1,-1,-1,-1,59,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
77,25,88,86,73,75,31,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,20,18,36,-1,-1,-1,2,0
-1,-1,10,24,61,20,37,-1,2,0
-1,-1,-1,-1,27,-1,-1,51,2,0
-1,-1,-1,-1,-1,-1,86,-1,0,0
-1,-1,19,10,41,-1,75,-1,2,0
-1,-1,34,13,-1,2,56,-1,2,0
-1,-1,-1,-1,73,-1,-1,95,1,1
12,-1,76,72,41,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
11,48,93,92,90,-1,-1,96,1,1
65,-1,41,74,87,30,8,-1,2,0
64,3,25,60,77,-1,-1,-1,2,0
59,20,21,53,46,-1,-1,78,2,0
-1,-1,46,30,-1,12,99,-1,0,0
-1,-1,33,49,40,1,19,-1,2,0
-1,-1,-1,-1,-1,-1,61,-1,0,0
-1,-1,17,14,-1,-1,-1,-1,2,0
-1,-1,-1,-1,92,-1,-1,-1,1,0
54,-1,91,90,51,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,46,1,0
-1,-1,71,65,16,78,76,-1,0,0
-1,-1,-1,-1,48,-1,-1,62,2,0
-1,-1,-1,-1,25,-1,-1,-1,2,0
65,44,90,88,86,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,99,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
3,23,29,38,63,-1,-1,-1,2,1
-1,-1,57,48,29,-1,96,-1,0,0
90,-1,-1,-1,-1,-1,-1,-1,0,0
74,41,88,87,56,-1,-1,-1,1,1
40,-1,97,96,80,98,27,-1,1,1
-1,-1,34,13,1,-1,49,-1,1,0
86,19,60,51,72,59,67,-1,0,0
-1,-1,81,78,-1,-1,54,-1,0,0
-1,-1,-1,-1,94,-1,-1,-1,2,0
-1,-1,26,30,-1,-1,-1,-1,2,0
90,-1,-1,-1,-1,-1,66,-1,0,0
34,19,48,81,93,45,12,-1,2,0
-1,-1,-1,-1,-1,-1,31,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,21,-1,83,-1,0,0
81,-1,22,22,-1,-1,-1,-1,2,0
-1,-1,-1,-1,0,-1,-1,-1,2,0
77,-1,-1,-1,-1,-1,52,-1,0,0
-1,-1,-1,-1,13,-1,-1,27,2,0
-1,-1,23,5,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,54,-1,0,0
63,28,84,82,46,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,0,0,0
90,-1,-1,-1,-1,-1,-1,27,0,0
-1,-1,64,56,36,69,93,-1,0,0
28,-1,-1,-1,-1,-1,90,-1,0,0
81,-1,46,81,82,-1,-1,94,2,1
-1,-1,26,6,-1,1,63,-1,2,0
24,-1,70,64,50,-1,-1,-1,0,1
88,-1,74,69,-1,-1,-1,96,1,1
90,-1,-1,-1,-1,-1,-1,38,0,0
-1,-1,-1,-1,11,-1,-1,-1,0,0
-1,-1,-1,-1,3,-1,60,-1,0,0
-1,-1,-1,-1,62,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,13,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,0
-1,-1,-1,-1,20,-1,-1,-1,2,0
-1,-1,63,-1,-1,-1,-1,36,0,0
-1,-1,-1,-1,29,-1,-1,-1,1,0
-1,-1,-1,-1,20,-1,-1,-1,2,0
67,-1,58,49,19,-1,-1,43,0,0
-1,-1,-1,-1,78,-1,-1,-1,1,0
-1,-1,59,-1,-1,-1,-1,-1,0,0
50,-1,45,78,69,-1,-1,-1,2,1
-1,-1,23,47,51,8,45,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
19,-1,-1,-1,-1,-1,66,-1,0,0
-1,-1,10,30,57,-1,-1,47,2,0
12,50,44,73,89,46,14,-1,2,1
-1,-1,58,49,-1,-1,-1,-1,0,0
19,34,98,98,90,95,9,-1,1,1
-1,-1,-1,-1,-1,-1,75,-1,0,0
-1,-1,67,60,-1,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,25,0,0
-1,-1,24,5,1,0,95,-1,1,1
-1,-1,-1,-1,-1,-1,-1,45,0,0
-1,-1,-1,-1,-1,-1,-1,4,2,0
-1,-1,-1,-1,-1,-1,-1,47,0,0
79,47,26,50,90,-1,-1,92,2,1
44,-1,39,59,80,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,24,-1,-1,-1,1,0
-1,-1,91,90,-1,-1,-1,52,0,0
9,-1,76,72,49,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,89,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,2,22,80,-1,-1,20,2,0
2,56,99,99,97,98,5,-1,1,1
-1,-1,37,29,67,4,49,-1,2,0
-1,-1,35,40,77,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,50,0,0
-1,-1,-1,-1,-1,-1,76,-1,0,0
-1,-1,-1,-1,19,-1,-1,5,2,0
90,-1,60,51,20,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,80,-1,0,0
-1,-1,30,42,67,-1,-1,-1,2,0
-1,-1,47,33,24,-1,-1,-1,1,0
11,17,89,88,79,80,40,-1,1,0
-1,-1,-1,-1,-1,-1,23,-1,0,0
-1,-1,45,75,68,31,32,-1,2,0
-1,-1,-1,-1,-1,-1,90,-1,0,0
-1,-1,-1,-1,-1,-1,88,-1,0,0
-1,-1,-1,-1,90,-1,-1,-1,2,0
-1,-1,82,79,86,51,44,-1,1,0
40,-1,54,43,3,-1,-1,-1,0,0
-1,-1,-1,-1,37,-1,82,-1,0,0
-1,-1,65,-1,-1,-1,-1,-1,0,0
-1,-1,68,61,10,-1,92,-1,0,0
-1,-1,-1,-1,-1,-1,61,-1,1,0
-1,-1,-1,-1,-1,-1,32,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,53,0,0
-1,-1,-1,-1,37,-1,-1,-1,2,0
-1,-1,-1,-1,19,-1,-1,72,1,0
31,45,61,94,97,48,4,-1,2,1
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,-1,12,0,0
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,52,39,-1,-1,-1,-1,0,0
-1,-1,-1,-1,90,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,74,-1,0,0
53,45,94,94,77,-1,-1,96,1,1
-1,-1,-1,-1,-1,-1,-1,7,0,0
-1,-1,67,60,-1,-1,-1,-1,0,0
-1,-1,-1,-1,18,-1,-1,78,0,0
-1,-1,40,67,69,-1,-1,-1,2,0
-1,-1,55,45,1,54,74,-1,0,0
-1,-1,2,0,20,-1,-1,-1,2,0
77,31,86,83,-1,-1,-1,97,1,1
-1,-1,-1,-1,-1,-1,32,-1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,82,-1,-1,80,2,1
-1,-1,-1,-1,36,-1,-1,-1,1,0
-1,-1,-1,-1,11,-1,70,-1,0,0
90,20,51,39,44,36,30,-1,1,1
-1,-1,-1,-1,-1,-1,-1,16,0,0
-1,-1,-1,-1,-1,-1,60,-1,2,0
1,-1,14,2,-1,-1,-1,-1,1,0
-1,-1,-1,-1,17,-1,-1,12,2,0
-1,-1,-1,-1,-1,-1,97,-1,0,0
-1,-1,66,59,72,68,59,-1,0,0
50,-1,85,83,59,73,78,-1,0,0
-1,-1,13,8,25,23,22,-1,2,0
84,-1,37,17,-1,-1,-1,50,1,0
36,34,65,88,96,59,27,-1,2,1
-1,-1,80,77,38,66,50,-1,1,0
-1,-1,-1,-1,24,-1,-1,30,2,0
90,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,46,63,-1,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
63,35,97,97,85,92,22,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,2,0
-1,-1,-1,-1,0,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,91,-1,0,0
-1,-1,-1,-1,33,-1,-1,-1,1,0
-1,-1,-1,-1,-1,-1,-1,-1,0,0
-1,-1,-1,-1,-1,-1,97,-1,0,0
75,32,98,98,95,96,5,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,0,0
83,25,25,44,74,-1,-1,-1,2,1
-1,-1,-1,-1,24,-1,-1,-1,1,0
-1,-1,-1,-1,64,-1,-1,91,2,0
-1,-1,-1,-1,-1,-1,80,-1,0,0
37,20,38,36,60,-1,-1,-1,2,0
-1,-1,-1,-1,-1,-1,21,-1,0,0
-1,-1,-1,-1,9,-1,-1,29,2,0
-1,-1,-1,-1,68,-1,-1,-1,2,0
